,GPPractice,depression,alzheimers,blood pressure,hypertension,diabeties,cardiovascular disease,insomnia,addiction,social anxiety,NumberOfPaidItems,loneliness,Date,HBT,Postcode,pcstrip
13717,11363,1045,19,690,692,133,465,86,3,34,11262,2443,202206,S08000030,DD1 5LA,DD1 5LA
13718,11382,1302,22,884,888,159,718,68,0,9,15223,3157,202206,S08000030,DD4 6RB,DD4 6RB
13719,11382,1302,22,884,888,159,718,68,0,9,15223,3157,202206,S08000030,DD4 6RB,DD4 6RB
13720,11382,1302,22,884,888,159,718,68,0,9,15223,3157,202206,S08000030,DD4 6RB,DD4 6RB
13721,11414,473,4,381,383,72,265,23,0,7,5514,1220,202206,S08000030,DD1 4JH,DD1 4JH
13722,11414,473,4,381,383,72,265,23,0,7,5514,1220,202206,S08000030,DD1 4JH,DD1 4JH
13723,11486,861,19,733,734,160,587,29,11,10,11163,2401,202206,S08000030,DD4 6QY,DD4 6QY
13724,11486,861,19,733,734,160,587,29,11,10,11163,2401,202206,S08000030,DD4 6QY,DD4 6QY
13725,11486,861,19,733,734,160,587,29,11,10,11163,2401,202206,S08000030,DD4 6QY,DD4 6QY
13726,11645,1038,20,804,806,181,695,75,1,7,13973,2816,202206,S08000030,DD4 6QY,DD4 6QY
13727,11645,1038,20,804,806,181,695,75,1,7,13973,2816,202206,S08000030,DD4 6QY,DD4 6QY
13728,11645,1038,20,804,806,181,695,75,1,7,13973,2816,202206,S08000030,DD4 6QY,DD4 6QY
13729,11650,738,22,599,600,129,507,66,0,5,9789,2062,202206,S08000030,DD4 6SW,DD4 6SW
13730,11650,738,22,599,600,129,507,66,0,5,9789,2062,202206,S08000030,DD4 6SW,DD4 6SW
13731,11650,738,22,599,600,129,507,66,0,5,9789,2062,202206,S08000030,DD4 6SW,DD4 6SW
13732,11823,941,22,781,782,149,530,26,0,3,11568,2450,202206,S08000030,DD3 8NE,DD3 8NE
13733,11823,941,22,781,782,149,530,26,0,3,11568,2450,202206,S08000030,DD3 8NE,DD3 8NE
13734,11823,941,22,781,782,149,530,26,0,3,11568,2450,202206,S08000030,DD3 8NE,DD3 8NE
13735,11861,786,24,582,585,112,460,96,0,33,11255,2063,202206,S08000030,DD3 6NF,DD3 6NF
13736,11861,786,24,582,585,112,460,96,0,33,11255,2063,202206,S08000030,DD3 6NF,DD3 6NF
13737,11861,786,24,582,585,112,460,96,0,33,11255,2063,202206,S08000030,DD3 6NF,DD3 6NF
13738,11931,758,19,701,704,133,493,57,0,1,9989,2164,202206,S08000030,DD4 7AA,DD4 7AA
13739,11931,758,19,701,704,133,493,57,0,1,9989,2164,202206,S08000030,DD4 7AA,DD4 7AA
13740,11931,758,19,701,704,133,493,57,0,1,9989,2164,202206,S08000030,DD4 7AA,DD4 7AA
13741,12210,396,9,272,275,68,231,39,0,5,5351,1018,202206,S08000030,DD2 2HZ,DD2 2HZ
13742,12210,396,9,272,275,68,231,39,0,5,5351,1018,202206,S08000030,DD2 2HZ,DD2 2HZ
13743,12210,396,9,272,275,68,231,39,0,5,5351,1018,202206,S08000030,DD2 2HZ,DD2 2HZ
13744,12281,732,18,668,673,87,441,54,0,8,9485,2005,202206,S08000030,DD1 1PB,DD1 1PB
13745,12281,732,18,668,673,87,441,54,0,8,9485,2005,202206,S08000030,DD1 1PB,DD1 1PB
13746,12281,732,18,668,673,87,441,54,0,8,9485,2005,202206,S08000030,DD1 1PB,DD1 1PB
13747,12831,639,9,371,372,85,327,38,2,12,6703,1472,202206,S08000030,DD2 3BR,DD2 3BR
13748,12831,639,9,371,372,85,327,38,2,12,6703,1472,202206,S08000030,DD2 3BR,DD2 3BR
13749,12831,639,9,371,372,85,327,38,2,12,6703,1472,202206,S08000030,DD2 3BR,DD2 3BR
13750,12901,120,4,67,67,19,50,14,0,2,1374,274,202206,S08000030,DD4 0HJ,DD4 0HJ
13751,13049,303,8,393,394,55,240,38,0,4,5177,1038,202206,S08000030,PH8 0AD,PH8 0AD
13752,13049,303,8,393,394,55,240,38,0,4,5177,1038,202206,S08000030,PH8 0AD,PH8 0AD
13753,13049,303,8,393,394,55,240,38,0,4,5177,1038,202206,S08000030,PH8 0AD,PH8 0AD
13754,13091,270,2,337,339,58,203,7,0,5,3965,879,202206,S08000030,DD9 7TA,DD9 7TA
13755,13091,270,2,337,339,58,203,7,0,5,3965,879,202206,S08000030,DD9 7TA,DD9 7TA
13756,13091,270,2,337,339,58,203,7,0,5,3965,879,202206,S08000030,DD9 7TA,DD9 7TA
13757,13142,406,2,539,544,76,409,17,2,10,5466,1456,202206,S08000030,PH2 7TD,PH2 7TD
13758,13142,406,2,539,544,76,409,17,2,10,5466,1456,202206,S08000030,PH2 7TD,PH2 7TD
13759,13142,406,2,539,544,76,409,17,2,10,5466,1456,202206,S08000030,PH2 7TD,PH2 7TD
13760,13195,460,13,414,418,83,315,20,1,0,6267,1310,202206,S08000030,DD8 2AE,DD8 2AE
13761,13195,460,13,414,418,83,315,20,1,0,6267,1310,202206,S08000030,DD8 2AE,DD8 2AE
13762,13195,460,13,414,418,83,315,20,1,0,6267,1310,202206,S08000030,DD8 2AE,DD8 2AE
13763,13231,863,28,1205,1208,199,750,33,0,16,14153,3081,202206,S08000030,DD8 2HA,DD8 2HA
13764,13231,863,28,1205,1208,199,750,33,0,16,14153,3081,202206,S08000030,DD8 2HA,DD8 2HA
13765,13231,863,28,1205,1208,199,750,33,0,16,14153,3081,202206,S08000030,DD8 2HA,DD8 2HA
13766,13284,822,23,872,877,125,564,40,0,9,11452,2451,202206,S08000030,DD8 2AS,DD8 2AS
13767,13284,822,23,872,877,125,564,40,0,9,11452,2451,202206,S08000030,DD8 2AS,DD8 2AS
13768,13284,822,23,872,877,125,564,40,0,9,11452,2451,202206,S08000030,DD8 2AS,DD8 2AS
13769,13335,152,4,224,227,39,139,15,0,4,2404,576,202206,S08000030,DD11 4TX,DD11 4TX
13770,13369,156,3,108,108,11,75,12,0,8,1887,365,202206,S08000030,DD2 5AD,DD2 5AD
13771,13369,156,3,108,108,11,75,12,0,8,1887,365,202206,S08000030,DD2 5AD,DD2 5AD
13772,13369,156,3,108,108,11,75,12,0,8,1887,365,202206,S08000030,DD2 5AD,DD2 5AD
13773,13481,699,36,964,973,132,615,86,0,12,12099,2541,202206,S08000030,KY13 8FP,KY13 8FP
13774,13481,699,36,964,973,132,615,86,0,12,12099,2541,202206,S08000030,KY13 8FP,KY13 8FP
13775,13481,699,36,964,973,132,615,86,0,12,12099,2541,202206,S08000030,KY13 8FP,KY13 8FP
13776,13496,293,12,341,343,42,196,48,0,13,4634,934,202206,S08000030,KY13 8FP,KY13 8FP
13777,13496,293,12,341,343,42,196,48,0,13,4634,934,202206,S08000030,KY13 8FP,KY13 8FP
13778,13496,293,12,341,343,42,196,48,0,13,4634,934,202206,S08000030,KY13 8FP,KY13 8FP
13779,13532,650,11,755,760,128,450,39,0,30,10690,2038,202206,S08000030,DD8 4ES,DD8 4ES
13780,13532,650,11,755,760,128,450,39,0,30,10690,2038,202206,S08000030,DD8 4ES,DD8 4ES
13781,13532,650,11,755,760,128,450,39,0,30,10690,2038,202206,S08000030,DD8 4ES,DD8 4ES
13782,13571,952,47,1151,1156,148,775,59,0,9,15681,3137,202206,S08000030,DD5 4LX,DD5 4LX
13783,13571,952,47,1151,1156,148,775,59,0,9,15681,3137,202206,S08000030,DD5 4LX,DD5 4LX
13784,13571,952,47,1151,1156,148,775,59,0,9,15681,3137,202206,S08000030,DD5 4LX,DD5 4LX
13785,13621,909,5,813,819,168,607,58,0,8,11485,2566,202206,S08000030,DD10 8TY,DD10 8TY
13786,13621,909,5,813,819,168,607,58,0,8,11485,2566,202206,S08000030,DD10 8TY,DD10 8TY
13787,13621,909,5,813,819,168,607,58,0,8,11485,2566,202206,S08000030,DD10 8TY,DD10 8TY
13788,13660,490,7,453,457,91,342,7,0,21,6543,1394,202206,S08000030,DD10 8TY,DD10 8TY
13789,13660,490,7,453,457,91,342,7,0,21,6543,1394,202206,S08000030,DD10 8TY,DD10 8TY
13790,13660,490,7,453,457,91,342,7,0,21,6543,1394,202206,S08000030,DD10 8TY,DD10 8TY
13791,13706,566,9,660,662,111,446,23,0,10,8500,1817,202206,S08000030,DD10 8TY,DD10 8TY
13792,13706,566,9,660,662,111,446,23,0,10,8500,1817,202206,S08000030,DD10 8TY,DD10 8TY
13793,13706,566,9,660,662,111,446,23,0,10,8500,1817,202206,S08000030,DD10 8TY,DD10 8TY
13794,13848,530,25,613,614,106,433,63,3,9,8353,1774,202206,S08000030,PH2 0JB,PH2 0JB
13795,13848,530,25,613,614,106,433,63,3,9,8353,1774,202206,S08000030,PH2 0JB,PH2 0JB
13796,13848,530,25,613,614,106,433,63,3,9,8353,1774,202206,S08000030,PH2 0JB,PH2 0JB
13797,13891,835,34,818,821,162,614,35,0,12,11354,2501,202206,S08000030,PH1 1PP,PH1 1PP
13798,13891,835,34,818,821,162,614,35,0,12,11354,2501,202206,S08000030,PH1 1PP,PH1 1PP
13799,13891,835,34,818,821,162,614,35,0,12,11354,2501,202206,S08000030,PH1 1PP,PH1 1PP
13800,13941,883,24,1014,1023,158,683,33,0,6,12702,2804,202206,S08000030,PH2 0JB,PH2 0JB
13801,13941,883,24,1014,1023,158,683,33,0,6,12702,2804,202206,S08000030,PH2 0JB,PH2 0JB
13802,13941,883,24,1014,1023,158,683,33,0,6,12702,2804,202206,S08000030,PH2 0JB,PH2 0JB
13803,13975,375,8,275,279,62,213,45,0,10,4563,982,202206,S08000030,PH1 5PD,PH1 5PD
13804,13975,375,8,275,279,62,213,45,0,10,4563,982,202206,S08000030,PH1 5PD,PH1 5PD
13805,13975,375,8,275,279,62,213,45,0,10,4563,982,202206,S08000030,PH1 5PD,PH1 5PD
13806,14037,1376,66,1519,1534,229,955,106,1,13,20161,4267,202206,S08000030,PH1 1NU,PH1 1NU
13807,14037,1376,66,1519,1534,229,955,106,1,13,20161,4267,202206,S08000030,PH1 1NU,PH1 1NU
13808,14037,1376,66,1519,1534,229,955,106,1,13,20161,4267,202206,S08000030,PH1 1NU,PH1 1NU
13809,14249,850,12,647,649,163,442,62,0,6,10698,2178,202206,S08000030,PH1 1PP,PH1 1PP
13810,14249,850,12,647,649,163,442,62,0,6,10698,2178,202206,S08000030,PH1 1PP,PH1 1PP
13811,14249,850,12,647,649,163,442,62,0,6,10698,2178,202206,S08000030,PH1 1PP,PH1 1PP
13812,14291,803,43,972,974,163,662,32,2,5,12497,2679,202206,S08000030,PH2 8HH,PH2 8HH
13813,14291,803,43,972,974,163,662,32,2,5,12497,2679,202206,S08000030,PH2 8HH,PH2 8HH
13814,14291,803,43,972,974,163,662,32,2,5,12497,2679,202206,S08000030,PH2 8HH,PH2 8HH
13815,14342,673,27,542,545,112,471,92,0,2,8568,1920,202206,S08000030,PH1 5PD,PH1 5PD
13816,14342,673,27,542,545,112,471,92,0,2,8568,1920,202206,S08000030,PH1 5PD,PH1 5PD
13817,14342,673,27,542,545,112,471,92,0,2,8568,1920,202206,S08000030,PH1 5PD,PH1 5PD
13818,14501,447,20,578,584,73,365,37,0,3,7171,1526,202206,S08000030,PH16 5FG,PH16 5FG
13819,14501,447,20,578,584,73,365,37,0,3,7171,1526,202206,S08000030,PH16 5FG,PH16 5FG
13820,14501,447,20,578,584,73,365,37,0,3,7171,1526,202206,S08000030,PH16 5FG,PH16 5FG
13821,14569,312,13,425,427,90,354,15,0,3,5595,1211,202206,S08000030,PH1 4NN,PH1 4NN
13822,14569,312,13,425,427,90,354,15,0,3,5595,1211,202206,S08000030,PH1 4NN,PH1 4NN
13823,14569,312,13,425,427,90,354,15,0,3,5595,1211,202206,S08000030,PH1 4NN,PH1 4NN
13824,16013,384,18,349,352,67,334,27,0,25,5758,1182,202206,S08000016,TD1 1PF,TD1 1PF
13825,16013,384,18,349,352,67,334,27,0,25,5758,1182,202206,S08000016,TD1 1PF,TD1 1PF
13826,16013,384,18,349,352,67,334,27,0,25,5758,1182,202206,S08000016,TD1 1PF,TD1 1PF
13827,16032,820,46,764,766,168,594,63,0,18,11049,2457,202206,S08000016,TD8 6EN,TD8 6EN
13828,16032,820,46,764,766,168,594,63,0,18,11049,2457,202206,S08000016,TD8 6EN,TD8 6EN
13829,16032,820,46,764,766,168,594,63,0,18,11049,2457,202206,S08000016,TD8 6EN,TD8 6EN
13830,16047,298,11,413,415,64,329,18,9,1,4898,1144,202206,S08000016,TD9 0RU,TD9 0RU
13831,16047,298,11,413,415,64,329,18,9,1,4898,1144,202206,S08000016,TD9 0RU,TD9 0RU
13832,16047,298,11,413,415,64,329,18,9,1,4898,1144,202206,S08000016,TD9 0RU,TD9 0RU
13833,16051,577,30,762,764,98,600,44,0,2,9924,2113,202206,S08000016,TD6 0PP,TD6 0PP
13834,16051,577,30,762,764,98,600,44,0,2,9924,2113,202206,S08000016,TD6 0PP,TD6 0PP
13835,16051,577,30,762,764,98,600,44,0,2,9924,2113,202206,S08000016,TD6 0PP,TD6 0PP
13836,16066,731,18,1005,1009,180,727,68,0,14,12578,2733,202206,S08000016,TD11 3XP,TD11 3XP
13837,16066,731,18,1005,1009,180,727,68,0,14,12578,2733,202206,S08000016,TD11 3EL,TD11 3EL
13838,16066,731,18,1005,1009,180,727,68,0,14,12578,2733,202206,S08000016,TD11 3EL,TD11 3EL
13839,16085,907,49,993,995,164,637,90,0,3,12264,2842,202206,S08000016,TD7 4LJ,TD7 4LJ
13840,16085,907,49,993,995,164,637,90,0,3,12264,2842,202206,S08000016,TD7 4LJ,TD7 4LJ
13841,16085,907,49,993,995,164,637,90,0,3,12264,2842,202206,S08000016,TD7 4LJ,TD7 4LJ
13842,16121,423,20,470,473,88,346,37,0,2,6313,1387,202206,S08000016,EH44 6QE,EH44 6QE
13843,16121,423,20,470,473,88,346,37,0,2,6313,1387,202206,S08000016,EH44 6QE,EH44 6QE
13844,16121,423,20,470,473,88,346,37,0,2,6313,1387,202206,S08000016,EH44 6QE,EH44 6QE
13845,16136,1398,104,1448,1466,256,1107,77,0,16,21221,4408,202206,S08000016,TD5 7LF,TD5 7LF
13846,16136,1398,104,1448,1466,256,1107,77,0,16,21221,4408,202206,S08000016,TD5 7LF,TD5 7LF
13847,16136,1398,104,1448,1466,256,1107,77,0,16,21221,4408,202206,S08000016,TD5 7LF,TD5 7LF
13848,16141,716,53,733,739,128,561,76,0,3,11181,2273,202206,S08000016,TD9 9HU,TD9 9HU
13849,16141,716,53,733,739,128,561,76,0,3,11181,2273,202206,S08000016,TD9 9HU,TD9 9HU
13850,16141,716,53,733,739,128,561,76,0,3,11181,2273,202206,S08000016,TD9 9HU,TD9 9HU
13851,16160,479,19,528,529,96,412,30,0,7,7022,1565,202206,S08000016,EH45 8JG,EH45 8JG
13852,16160,479,19,528,529,96,412,30,0,7,7022,1565,202206,S08000016,EH45 8JG,EH45 8JG
13853,16160,479,19,528,529,96,412,30,0,7,7022,1565,202206,S08000016,EH45 8JG,EH45 8JG
13854,16174,284,20,349,349,41,208,38,0,16,4486,940,202206,S08000016,EH46 7EX,EH46 7EX
13855,16174,284,20,349,349,41,208,38,0,16,4486,940,202206,S08000016,EH46 7EX,EH46 7EX
13856,16174,284,20,349,349,41,208,38,0,16,4486,940,202206,S08000016,EH46 7EX,EH46 7EX
13857,16193,361,11,302,303,65,289,20,0,1,5006,1049,202206,S08000016,TD1 2UA,TD1 2UA
13858,16193,361,11,302,303,65,289,20,0,1,5006,1049,202206,S08000016,TD1 2UA,TD1 2UA
13859,16193,361,11,302,303,65,289,20,0,1,5006,1049,202206,S08000016,TD1 2UA,TD1 2UA
13860,16206,360,32,550,552,93,322,15,1,5,6169,1375,202206,S08000016,TD12 4LQ,TD12 4LQ
13861,16206,360,32,550,552,93,322,15,1,5,6169,1375,202206,S08000016,TD12 4LQ,TD12 4LQ
13862,16206,360,32,550,552,93,322,15,1,5,6169,1375,202206,S08000016,TD12 4LQ,TD12 4LQ
13863,16211,438,25,520,522,74,379,35,0,30,6974,1473,202206,S08000016,EH45 8JG,EH45 8JG
13864,16211,438,25,520,522,74,379,35,0,30,6974,1473,202206,S08000016,EH45 8JG,EH45 8JG
13865,16211,438,25,520,522,74,379,35,0,30,6974,1473,202206,S08000016,EH45 8JG,EH45 8JG
13866,16230,648,14,469,473,108,433,55,0,7,8301,1731,202206,S08000016,TD1 2UA,TD1 2UA
13867,16230,648,14,469,473,108,433,55,0,7,8301,1731,202206,S08000016,TD1 2UA,TD1 2UA
13868,16230,648,14,469,473,108,433,55,0,7,8301,1731,202206,S08000016,TD1 2UA,TD1 2UA
13869,16244,272,5,168,169,33,89,41,0,1,3099,609,202206,S08000016,TD1 2UA,TD1 2UA
13870,16244,272,5,168,169,33,89,41,0,1,3099,609,202206,S08000016,TD1 2UA,TD1 2UA
13871,16244,272,5,168,169,33,89,41,0,1,3099,609,202206,S08000016,TD1 2UA,TD1 2UA
13872,16259,556,22,632,636,98,494,39,0,2,7900,1845,202206,S08000016,TD1 2UA,TD1 2UA
13873,16259,556,22,632,636,98,494,39,0,2,7900,1845,202206,S08000016,TD1 2UA,TD1 2UA
13874,16259,556,22,632,636,98,494,39,0,2,7900,1845,202206,S08000016,TD1 2UA,TD1 2UA
13875,16282,377,7,395,398,80,295,14,0,8,5815,1171,202206,S08000016,TD11 3EL,TD11 3EL
13876,16282,377,7,395,398,80,295,14,0,8,5815,1171,202206,S08000016,TD11 3EL,TD11 3EL
13877,16282,377,7,395,398,80,295,14,0,8,5815,1171,202206,S08000016,TD11 3EL,TD11 3EL
13878,16475,222,7,175,176,34,132,17,0,4,2664,588,202206,S08000016,TD10 6XJ,TD10 6XJ
13879,16475,222,7,175,176,34,132,17,0,4,2664,588,202206,S08000016,TD10 6XJ,TD10 6XJ
13880,16475,222,7,175,176,34,132,17,0,4,2664,588,202206,S08000016,TD10 6XJ,TD10 6XJ
13881,16507,811,17,973,981,164,709,29,0,9,10794,2711,202206,S08000016,TD14 5DD,TD14 5DD
13882,16507,811,17,973,981,164,709,29,0,9,10794,2711,202206,S08000016,TD14 5DD,TD14 5DD
13883,16507,811,17,973,981,164,709,29,0,9,10794,2711,202206,S08000016,TD14 5DD,TD14 5DD
13884,16545,1304,76,1211,1215,205,1032,78,1,31,18337,3911,202206,S08000016,TD9 9DT,TD9 9DT
13885,16545,1304,76,1211,1215,205,1032,78,1,31,18337,3911,202206,S08000016,TD9 9DT,TD9 9DT
13886,16545,1304,76,1211,1215,205,1032,78,1,31,18337,3911,202206,S08000016,TD9 9DT,TD9 9DT
13887,16550,509,25,675,675,125,495,50,0,3,8030,1879,202206,S08000016,TD1 2SQ,TD1 2SQ
13888,16550,509,25,675,675,125,495,50,0,3,8030,1879,202206,S08000016,TD1 2SQ,TD1 2SQ
13889,16550,509,25,675,675,125,495,50,0,3,8030,1879,202206,S08000016,TD1 2SQ,TD1 2SQ
13890,16564,330,22,369,372,64,272,23,0,7,4977,1083,202206,S08000016,TD4 6DW,TD4 6DW
13891,16564,330,22,369,372,64,272,23,0,7,4977,1083,202206,S08000016,TD4 6DW,TD4 6DW
13892,16564,330,22,369,372,64,272,23,0,7,4977,1083,202206,S08000016,TD4 6DW,TD4 6DW
13893,18057,927,27,883,887,154,623,75,12,22,13895,2705,202206,S08000017,DG9 7DW,DG9 7DW
13894,18057,927,27,883,887,154,623,75,12,22,13895,2705,202206,S08000017,DG9 7DW,DG9 7DW
13895,18057,927,27,883,887,154,623,75,12,22,13895,2705,202206,S08000017,DG9 7DW,DG9 7DW
13896,18095,531,15,526,529,67,371,55,9,16,7617,1577,202206,S08000017,DG9 7DW,DG9 7DW
13897,18095,531,15,526,529,67,371,55,9,16,7617,1577,202206,S08000017,DG9 7DW,DG9 7DW
13898,18095,531,15,526,529,67,371,55,9,16,7617,1577,202206,S08000017,DG9 7DW,DG9 7DW
13899,18112,148,4,251,253,27,152,2,0,0,2348,586,202206,S08000017,DG9 9QQ,DG9 9QQ
13900,18112,148,4,251,253,27,152,2,0,0,2348,586,202206,S08000017,DG9 9QQ,DG9 9QQ
13901,18112,148,4,251,253,27,152,2,0,0,2348,586,202206,S08000017,DG9 9QQ,DG9 9QQ
13902,18151,622,28,943,948,120,556,51,6,5,10082,2331,202206,S08000017,DG8 6NR,DG8 6NR
13903,18151,622,28,943,948,120,556,51,6,5,10082,2331,202206,S08000017,DG8 6NR,DG8 6NR
13904,18151,622,28,943,948,120,556,51,6,5,10082,2331,202206,S08000017,DG8 6NR,DG8 6NR
13905,18184,862,19,1333,1343,128,791,45,12,9,13379,3200,202206,S08000017,DG7 3EE,DG7 3EE
13906,18184,862,19,1333,1343,128,791,45,12,9,13379,3200,202206,S08000017,DG7 3EE,DG7 3EE
13907,18184,862,19,1333,1343,128,791,45,12,9,13379,3200,202206,S08000017,DG7 3EE,DG7 3EE
13908,18199,751,27,892,901,111,603,88,7,9,12077,2488,202206,S08000017,DG6 4BJ,DG6 4BJ
13909,18199,751,27,892,901,111,603,88,7,9,12077,2488,202206,S08000017,DG6 4BJ,DG6 4BJ
13910,18199,751,27,892,901,111,603,88,7,9,12077,2488,202206,S08000017,DG6 4BJ,DG6 4BJ
13911,18216,446,13,708,711,98,327,26,0,8,7570,1621,202206,S08000017,DG7 3EE,DG7 3EE
13912,18216,446,13,708,711,98,327,26,0,8,7570,1621,202206,S08000017,DG7 3EE,DG7 3EE
13913,18216,446,13,708,711,98,327,26,0,8,7570,1621,202206,S08000017,DG7 3EE,DG7 3EE
13914,18235,234,3,297,300,31,173,23,0,2,3635,764,202206,S08000017,DG7 3RN,DG7 3RN
13915,18235,234,3,297,300,31,173,23,0,2,3635,764,202206,S08000017,DG7 3RN,DG7 3RN
13916,18235,234,3,297,300,31,173,23,0,2,3635,764,202206,S08000017,DG7 3RN,DG7 3RN
13917,18240,553,21,745,751,101,482,27,6,1,9289,1941,202206,S08000017,DG5 4AZ,DG5 4AZ
13918,18240,553,21,745,751,101,482,27,6,1,9289,1941,202206,S08000017,DG5 4AZ,DG5 4AZ
13919,18240,553,21,745,751,101,482,27,6,1,9289,1941,202206,S08000017,DG5 4AZ,DG5 4AZ
13920,18254,354,5,455,460,71,268,37,0,4,5715,1195,202206,S08000017,DG2 8BY,DG2 8BY
13921,18254,354,5,455,460,71,268,37,0,4,5715,1195,202206,S08000017,DG2 8BY,DG2 8BY
13922,18254,354,5,455,460,71,268,37,0,4,5715,1195,202206,S08000017,DG2 8BY,DG2 8BY
13923,18273,736,12,549,553,87,425,115,6,2,11196,1934,202206,S08000017,DG1 2PX,DG1 2PX
13924,18273,736,12,549,553,87,425,115,6,2,11196,1934,202206,S08000017,DG1 2PX,DG1 2PX
13925,18273,736,12,549,553,87,425,115,6,2,11196,1934,202206,S08000017,DG1 2PX,DG1 2PX
13926,18288,431,16,400,409,76,342,39,0,3,5848,1313,202206,S08000017,DG1 1TR,DG1 1TR
13927,18288,431,16,400,409,76,342,39,0,3,5848,1313,202206,S08000017,DG1 1TR,DG1 1TR
13928,18288,431,16,400,409,76,342,39,0,3,5848,1313,202206,S08000017,DG1 1TR,DG1 1TR
13929,18305,1289,34,1154,1163,186,866,88,1,8,17680,3627,202206,S08000017,DG2 9BH,DG2 9BH
13930,18305,1289,34,1154,1163,186,866,88,1,8,17680,3627,202206,S08000017,DG2 9BH,DG2 9BH
13931,18305,1289,34,1154,1163,186,866,88,1,8,17680,3627,202206,S08000017,DG2 9BH,DG2 9BH
13932,18310,1579,47,1333,1348,213,910,158,14,3,21520,4269,202206,S08000017,DG1 4EJ,DG1 4EJ
13933,18310,1579,47,1333,1348,213,910,158,14,3,21520,4269,202206,S08000017,DG1 4EJ,DG1 4EJ
13934,18310,1579,47,1333,1348,213,910,158,14,3,21520,4269,202206,S08000017,DG1 4EJ,DG1 4EJ
13935,18324,402,12,434,441,56,294,32,14,4,5691,1251,202206,S08000017,DG4 6BT,DG4 6BT
13936,18339,515,23,448,453,59,294,70,2,10,7648,1416,202206,S08000017,DG3 5AA,DG3 5AA
13937,18339,515,23,448,453,59,294,70,2,10,7648,1416,202206,S08000017,DG3 5AA,DG3 5AA
13938,18339,515,23,448,453,59,294,70,2,10,7648,1416,202206,S08000017,DG3 5AA,DG3 5AA
13939,18343,464,7,636,642,76,415,33,2,8,7451,1639,202206,S08000017,DG2 0UJ,DG2 0UJ
13940,18343,464,7,636,642,76,415,33,2,8,7451,1639,202206,S08000017,DG2 0UJ,DG2 0UJ
13941,18343,464,7,636,642,76,415,33,2,8,7451,1639,202206,S08000017,DG2 0UJ,DG2 0UJ
13942,18358,613,14,723,724,114,500,33,0,11,9007,1998,202206,S08000017,DG11 2BJ,DG11 2BJ
13943,18358,613,14,723,724,114,500,33,0,11,9007,1998,202206,S08000017,DG11 2BJ,DG11 2BJ
13944,18358,613,14,723,724,114,500,33,0,11,9007,1998,202206,S08000017,DG11 2BJ,DG11 2BJ
13945,18377,615,15,713,718,98,494,34,0,2,10180,1974,202206,S08000017,DG11 1NH,DG11 1NH
13946,18377,615,15,713,718,98,494,34,0,2,10180,1974,202206,S08000017,DG11 1NH,DG11 1NH
13947,18377,615,15,713,718,98,494,34,0,2,10180,1974,202206,S08000017,DG11 1NH,DG11 1NH
13948,18396,570,7,699,700,107,434,71,0,6,8833,1889,202206,S08000017,DG10 9JP,DG10 9JP
13949,18396,570,7,699,700,107,434,71,0,6,8833,1889,202206,S08000017,DG10 9JP,DG10 9JP
13950,18396,570,7,699,700,107,434,71,0,6,8833,1889,202206,S08000017,DG10 9JP,DG10 9JP
13951,18409,864,18,795,803,106,523,51,5,3,11290,2370,202206,S08000017,DG12 6GS,DG12 6GS
13952,18409,864,18,795,803,106,523,51,5,3,11290,2370,202206,S08000017,DG12 6GS,DG12 6GS
13953,18409,864,18,795,803,106,523,51,5,3,11290,2370,202206,S08000017,DG12 6GS,DG12 6GS
13954,18413,903,19,806,811,93,535,37,14,6,11796,2412,202206,S08000017,DG12 6GN,DG12 6GN
13955,18413,903,19,806,811,93,535,37,14,6,11796,2412,202206,S08000017,DG12 6GN,DG12 6GN
13956,18413,903,19,806,811,93,535,37,14,6,11796,2412,202206,S08000017,DG12 6GN,DG12 6GN
13957,18428,698,9,1297,1299,148,854,105,5,3,11981,3118,202206,S08000017,DG16 5NA,DG16 5NA
13958,18428,698,9,1297,1299,148,854,105,5,3,11981,3118,202206,S08000017,DG16 5NA,DG16 5NA
13959,18428,698,9,1297,1299,148,854,105,5,3,11981,3118,202206,S08000017,DG16 5NA,DG16 5NA
13960,18432,286,3,605,609,93,378,14,0,6,5355,1383,202206,S08000017,DG14 0UX,DG14 0UX
13961,18432,286,3,605,609,93,378,14,0,6,5355,1383,202206,S08000017,DG14 0UX,DG14 0UX
13962,18432,286,3,605,609,93,378,14,0,6,5355,1383,202206,S08000017,DG14 0UX,DG14 0UX
13963,18447,395,7,407,412,41,281,21,0,6,4982,1157,202206,S08000017,DG13 0JY,DG13 0JY
13964,18447,395,7,407,412,41,281,21,0,6,4982,1157,202206,S08000017,DG13 0JY,DG13 0JY
13965,18447,395,7,407,412,41,281,21,0,6,4982,1157,202206,S08000017,DG13 0JY,DG13 0JY
13966,18451,445,8,534,540,76,385,24,0,5,7298,1478,202206,S08000017,DG11 3BT,DG11 3BT
13967,18451,445,8,534,540,76,385,24,0,5,7298,1478,202206,S08000017,DG11 3BT,DG11 3BT
13968,18451,445,8,534,540,76,385,24,0,5,7298,1478,202206,S08000017,DG11 3BT,DG11 3BT
13969,18560,1477,30,1368,1373,165,860,132,14,7,19748,4051,202206,S08000017,DG1 1DL,DG1 1DL
13970,18560,1477,30,1368,1373,165,860,132,14,7,19748,4051,202206,S08000017,DG1 1DL,DG1 1DL
