dz11_code,loneliness_zscore,rank,deciles
S01008148,-1.232006109016719,1059.0,2
S01008149,-1.240798581425533,1044.0,2
S01008150,-1.2452522859055348,1037.0,2
S01008151,-1.2579905168604482,1013.0,2
S01008152,-1.289871612548994,964.0,2
S01008153,-1.3658124434168712,829.0,2
S01008154,-1.3417807435614284,866.0,2
S01008155,-1.3472865039217603,857.0,2
S01008156,-1.131826793960394,1242.0,2
S01008157,-1.3147258242430033,915.0,2
S01008158,-1.2981822238946945,952.0,2
S01008159,-1.258286684391991,1010.0,2
S01008160,-1.1918932421570287,1132.0,2
S01008161,-1.246954488771297,1033.0,2
S01008162,-1.1587057990994298,1200.0,2
S01008163,0.32082479575346173,4817.0,8
S01008164,0.4947748275891709,5212.0,8
S01008165,0.4209113636903205,5067.0,8
S01008166,0.3923652466596511,5005.0,8
S01008167,0.42086939990460104,5066.0,8
S01008168,0.44711213535948013,5116.0,8
S01008169,0.3901464594047484,4998.0,8
S01008170,0.5103855025824763,5238.0,8
S01008171,0.6435228775431983,5425.0,8
S01008172,0.5386272887238731,5284.0,8
S01008173,0.6682185892821925,5460.0,9
S01008174,,,
S01008175,0.7274662712623807,5514.0,9
S01008176,0.7913433367069125,5577.0,9
S01008177,0.8009457145540694,5587.0,9
S01008178,0.693875536316313,5483.0,9
S01008179,0.683765042049816,5472.0,9
S01008180,0.7442865990781089,5528.0,9
S01008181,0.7518395335668002,5542.0,9
S01008182,0.8482494476428247,5633.0,9
S01008183,,,
S01008184,0.9103744742081358,5685.0,9
S01008185,0.8616646637395904,5643.0,9
S01008186,0.7663512847636142,5557.0,9
S01008187,0.7847659641391687,5571.0,9
S01008188,0.8669790190585227,5647.0,9
S01008189,0.7122109972490692,5499.0,9
S01008190,0.6561507750725609,5446.0,9
S01008191,0.6405824894480886,5421.0,8
S01008192,0.7062671745002268,5491.0,9
S01008193,0.6302429047188343,5413.0,8
S01008194,0.5518617490053923,5302.0,8
S01008195,0.4723090878890209,5171.0,8
S01008196,0.5593107226617707,5315.0,8
S01008197,-0.25966656958862466,3437.0,6
S01008198,-0.5952860695906279,2501.0,4
S01008199,-0.169636947179198,3710.0,6
S01008200,-0.2719426496474688,3396.0,5
S01008201,-1.0210412186499631,1471.0,3
S01008202,-1.7601651542065149,343.0,1
S01008203,-0.628621934524769,2408.0,4
S01008204,-0.8041560823310632,1984.0,3
S01008205,-0.11985467594149658,3857.0,6
S01008206,-0.5070380400700084,2732.0,5
S01008207,,,
S01008208,-0.2404805559282889,3496.0,6
S01008209,0.16934669327105903,4493.0,7
S01008210,1.159225143594372,5869.0,9
S01008211,1.1484102033859973,5861.0,9
S01008212,0.7581034678830124,5550.0,9
S01008213,0.7208567665197329,5510.0,9
S01008214,0.8147560500388312,5597.0,9
S01008215,,,
S01008216,0.6378580576544195,5420.0,8
S01008217,0.5706088139858873,5330.0,8
S01008218,0.33631819187793033,4856.0,8
S01008219,0.3368728492060312,4862.0,8
S01008220,0.351176270166131,4904.0,8
S01008221,0.3528605882218325,4908.0,8
S01008222,0.3833450274942443,4989.0,8
S01008223,0.3930310673530476,5008.0,8
S01008224,0.3911707796960419,5002.0,8
S01008225,0.36612535579962857,4949.0,8
S01008226,0.3647748407204735,4944.0,8
S01008227,0.3391488928715786,4877.0,8
S01008228,0.2114543450482437,4595.0,7
S01008229,0.3159362865911858,4803.0,8
S01008230,0.3437854319874849,4887.0,8
S01008231,0.36176126716930196,4930.0,8
S01008232,0.36139617456159856,4929.0,8
S01008233,0.41042074781811333,5035.0,8
S01008234,0.4678589977228499,5160.0,8
S01008235,0.5443443524104592,5297.0,8
S01008236,0.6286098301318386,5409.0,8
S01008237,0.2651948392598763,4701.0,7
S01008238,0.46100123256675335,5146.0,8
S01008239,0.5418605492072746,5291.0,8
S01008240,0.6840201414086277,5473.0,9
S01008241,0.7144917044919724,5502.0,9
S01008242,0.8034099482401261,5591.0,9
S01008243,0.9218643415402301,5697.0,9
S01008244,0.9197266776478523,5695.0,9
S01008245,0.3775949591196912,4975.0,8
S01008246,0.5073471838470885,5233.0,8
S01008247,0.42518848962407724,5075.0,8
S01008248,0.8189680713119092,5604.0,9
S01008249,1.0245225844959909,5783.0,9
S01008250,0.7657295821262274,5556.0,9
S01008251,0.615173912318261,5395.0,8
S01008252,0.5769542409542261,5340.0,8
S01008253,0.5354374787375582,5281.0,8
S01008254,0.4064256414854195,5029.0,8
S01008255,0.42428884498674263,5074.0,8
S01008256,0.4383898864491631,5098.0,8
S01008257,0.430906431208553,5085.0,8
S01008258,0.5572829631081784,5309.0,8
S01008259,0.525755488609153,5263.0,8
S01008260,0.5758657143521084,5338.0,8
S01008261,0.6311955674933927,5414.0,8
S01008262,1.0189565471456268,5776.0,9
S01008263,0.985461179362577,5744.0,9
S01008264,1.1053697751457583,5832.0,9
S01008265,1.2171502151363207,5903.0,9
S01008266,1.1887665966257766,5888.0,9
S01008267,0.5254902340903239,5262.0,8
S01008268,0.7246015163329527,5511.0,9
S01008269,0.9205693037289391,5696.0,9
S01008270,1.4188412689277499,6016.0,9
S01008271,1.3231039819970283,5960.0,9
S01008272,0.8176339606211506,5600.0,9
S01008273,1.6141779497247963,6136.0,10
S01008274,1.3990693136159014,6004.0,9
S01008275,0.851698062102912,5636.0,9
S01008276,0.8262925340534995,5611.0,9
S01008277,0.6447541311415362,5427.0,8
S01008278,1.3624242674988343,5983.0,9
S01008279,2.7997984581464848,6693.0,10
S01008280,1.3539515108362394,5979.0,9
S01008281,1.1018429177309093,5830.0,9
S01008282,1.0727338315055315,5815.0,9
S01008283,0.8349347225850168,5622.0,9
S01008284,0.7132892851375566,5500.0,9
S01008285,0.18292201677566142,4531.0,7
S01008286,0.4857014209016931,5198.0,8
S01008287,0.47220606956584055,5170.0,8
S01008288,0.22509447270105576,4616.0,7
S01008289,0.004561279234494717,4164.0,7
S01008290,0.12088436624683248,4394.0,7
S01008291,0.2450702008400877,4659.0,7
S01008292,0.4141448793772355,5045.0,8
S01008293,0.1355564367932292,4418.0,7
S01008294,0.37611173076572785,4972.0,8
S01008295,-0.5653135339642915,2568.0,4
S01008296,-0.3448886662163331,3205.0,5
S01008297,-0.5911402966089886,2513.0,4
S01008298,-0.6724534996113145,2302.0,4
S01008299,-0.2780343890677489,3385.0,5
S01008300,-0.5282807818743089,2678.0,4
S01008301,-1.0365279521036845,1434.0,3
S01008302,-0.832498156383764,1924.0,3
S01008303,-1.2032256455155912,1114.0,2
S01008304,-1.0279903804451278,1453.0,3
S01008305,-0.9172107456894746,1732.0,3
S01008306,-1.049922144979544,1414.0,3
S01008307,-1.216307788045238,1089.0,2
S01008308,-1.1239797670536682,1256.0,2
S01008309,-1.4000383662555398,782.0,2
S01008310,-1.354992382543983,846.0,2
S01008311,-1.2336185995873759,1056.0,2
S01008312,-1.3282706613884925,891.0,2
S01008313,-1.3982724318791815,786.0,2
S01008314,-1.3867529808740306,802.0,2
S01008315,-1.15481441843156,1210.0,2
S01008316,-1.3288123866345734,890.0,2
S01008317,-1.2874846112620422,968.0,2
S01008318,-0.9513301195592853,1650.0,3
S01008319,-1.123212820755843,1258.0,2
S01008320,-1.162476759242228,1193.0,2
S01008321,-1.1196868631819417,1267.0,2
S01008322,-1.0063607832535628,1508.0,3
S01008323,-1.19390963666565,1127.0,2
S01008324,-1.0856640439326979,1328.0,2
S01008325,-1.0782283894007922,1349.0,2
S01008326,-1.105467507152965,1296.0,2
S01008327,-1.1184640448503005,1271.0,2
S01008328,-1.0818010618790082,1337.0,2
S01008329,-0.988145026877514,1557.0,3
S01008330,-1.129560507484741,1246.0,2
S01008331,-0.8531559195966898,1881.0,3
S01008332,-1.2371953034529224,1049.0,2
S01008333,-1.3777948021959274,818.0,2
S01008334,-1.3112384824567291,925.0,2
S01008335,-1.2720311723507396,991.0,2
S01008336,-1.2622046187215863,1004.0,2
S01008337,-1.1837531441617455,1152.0,2
S01008338,-1.112350449561639,1280.0,2
S01008339,-0.9623923039257085,1622.0,3
S01008340,-1.0918207642828652,1322.0,2
S01008341,-1.1260834676644955,1253.0,2
S01008342,-1.2085059737799524,1106.0,2
S01008343,-1.4199994042736122,761.0,2
S01008344,-1.2874268241368618,970.0,2
S01008345,-1.5665904115595763,565.0,1
S01008346,-1.5846398714247676,547.0,1
S01008347,-1.5042014713638248,646.0,1
S01008348,-1.4405248285753796,730.0,2
S01008349,-1.3454519587205391,860.0,2
S01008350,-1.4279219804041785,747.0,2
S01008351,-1.3856326165824462,804.0,2
S01008352,-1.3432872862788974,864.0,2
S01008353,-1.2921405164423252,960.0,2
S01008354,-1.1608502117852584,1196.0,2
S01008355,-1.0812300692682562,1341.0,2
S01008356,-1.1166814418568374,1274.0,2
S01008357,-1.0832298870696055,1332.0,2
S01008358,-1.0998265552556343,1309.0,2
S01008359,-1.040623356171989,1427.0,3
S01008360,-1.1570598455180794,1203.0,2
S01008361,-1.1464074319940583,1219.0,2
S01008362,-1.4378314338856513,733.0,2
S01008363,-1.5019249475800238,647.0,1
S01008364,-1.3748390933644936,820.0,2
S01008365,-1.2819106923631485,979.0,2
S01008366,-1.2777004916743713,986.0,2
S01008367,-1.2857302087127755,972.0,2
S01008368,-1.2287840689131757,1064.0,2
S01008369,-1.3360614560465836,872.0,2
S01008370,-1.3458258516241863,859.0,2
S01008371,-1.1800122147628098,1164.0,2
S01008372,-1.2044722799186656,1112.0,2
S01008373,-1.2065622920742425,1110.0,2
S01008374,-1.2478320263885796,1030.0,2
S01008375,-1.2549098441156061,1018.0,2
S01008376,-1.2598144024561648,1007.0,2
S01008377,-1.1213052411334685,1263.0,2
S01008378,-1.5218554116752343,623.0,1
S01008379,-1.1027857639940801,1303.0,2
S01008380,-1.1791289405744447,1166.0,2
S01008381,-1.1203414882454532,1265.0,2
S01008382,-1.0452636718577708,1420.0,3
S01008383,-0.8969928238891804,1778.0,3
S01008384,-1.3085144345925772,933.0,2
S01008385,-1.1890205028928327,1140.0,2
S01008386,-1.4361517883851367,738.0,2
S01008387,-1.3732570484389681,824.0,2
S01008388,,,
S01008389,-1.3571839771395222,843.0,2
S01008390,-1.5070240401434347,642.0,1
S01008391,-1.5804308296444112,551.0,1
S01008392,-1.6674298183133078,446.0,1
S01008393,-1.6109941228809763,508.0,1
S01008394,-1.2952054157641135,954.0,2
S01008395,-1.412322951456567,774.0,2
S01008396,-1.360541050127877,839.0,2
S01008397,-1.0857217173606797,1327.0,2
S01008398,-1.2678999257760926,997.0,2
S01008399,-1.4735516253946301,680.0,1
S01008400,-1.532696543719962,609.0,1
S01008401,-1.5348040450185998,603.0,1
S01008402,-1.190666505712103,1136.0,2
S01008403,-1.0058970714992397,1510.0,3
S01008404,-0.9578206612449487,1634.0,3
S01008405,-1.15975496651981,1198.0,2
S01008406,-1.2823452747688284,978.0,2
S01008407,-1.46420917975544,695.0,2
S01008408,-1.3755434647473614,819.0,2
S01008409,-1.4863594594857434,663.0,1
S01008410,-1.4948253737574955,656.0,1
S01008411,-1.3979281226624256,787.0,2
S01008412,-1.2265447206147666,1072.0,2
S01008413,-1.2274547082753473,1070.0,2
S01008414,-1.310377972735054,928.0,2
S01008415,-1.291955032933234,962.0,2
S01008416,-1.418943365037954,763.0,2
S01008417,-0.18092061081605879,3660.0,6
S01008418,0.2533519775415554,4680.0,7
S01008419,-0.02621566469324153,4084.0,7
S01008420,-0.12859255378381967,3829.0,6
S01008421,-0.14875034028797599,3766.0,6
S01008422,-0.2926447502450637,3348.0,5
S01008423,-0.5836547980823907,2527.0,4
S01008424,-0.19787695680695697,3608.0,6
S01008425,-0.4035213654778429,3020.0,5
S01008426,-0.43315995978025085,2936.0,5
S01008427,-0.2813934143834455,3378.0,5
S01008428,-0.21150500747986972,3574.0,6
S01008429,-0.16742063212606742,3716.0,6
S01008430,-0.036523023944286775,4056.0,6
S01008431,-0.016714344928553875,4104.0,7
S01008432,0.026314260193079187,4204.0,7
S01008433,0.23037522368538085,4632.0,7
S01008434,0.24659061902865306,4665.0,7
S01008435,0.3734041423868721,4964.0,8
S01008436,0.37974698618893665,4979.0,8
S01008437,0.30459893156315404,4779.0,8
S01008438,0.5273512380143788,5267.0,8
S01008439,0.7451731439470993,5531.0,9
S01008440,0.867981819321718,5649.0,9
S01008441,0.5860690589520646,5352.0,8
S01008442,0.7164637535832066,5504.0,9
S01008443,0.6667604096227077,5458.0,9
S01008444,1.08397821278279,5823.0,9
S01008445,1.3281738437544968,5963.0,9
S01008446,1.0135686406727609,5765.0,9
S01008447,0.7937895018383968,5579.0,9
S01008448,0.7375181593911697,5521.0,9
S01008449,0.5494070046119861,5300.0,8
S01008450,0.39321676256274807,5009.0,8
S01008451,0.32278412888893776,4822.0,8
S01008452,,,
S01008453,0.33583791759704146,4853.0,8
S01008454,0.21288294192279414,4598.0,7
S01008455,0.02486329484957606,4198.0,7
S01008456,0.1640388260803415,4478.0,7
S01008457,0.13336970040936152,4414.0,7
S01008458,0.17206208443210502,4497.0,7
S01008459,0.27896727351281964,4727.0,7
S01008460,0.29336620151280907,4755.0,7
S01008461,0.3710064776340163,4956.0,8
S01008462,0.4830753580501861,5194.0,8
S01008463,0.5005328394860313,5224.0,8
S01008464,0.36135178862781986,4928.0,8
S01008465,0.3427811867330731,4885.0,8
S01008466,0.0992331328866588,4343.0,7
S01008467,0.20058865490365824,4574.0,7
S01008468,0.00035514653406365043,4154.0,7
S01008469,0.24829233289274022,4667.0,7
S01008470,0.26909035807042625,4707.0,7
S01008471,0.22282634809377683,4612.0,7
S01008472,0.34559991325944006,4892.0,8
S01008473,0.5004404377444325,5223.0,8
S01008474,0.5037553826116615,5229.0,8
S01008475,0.5700336706815557,5329.0,8
S01008476,0.6240813463112098,5404.0,8
S01008477,0.8858063864726371,5664.0,9
S01008478,1.3255393967379228,5962.0,9
S01008479,0.9897957809442093,5750.0,9
S01008480,0.5735484167387606,5336.0,8
S01008481,0.6733096288834205,5464.0,9
S01008482,0.7520333021102901,5544.0,9
S01008483,0.6472108646189473,5433.0,8
S01008484,0.7426713391908084,5527.0,9
S01008485,1.059979322439215,5809.0,9
S01008486,1.1211648246062673,5850.0,9
S01008487,1.3084666108417025,5952.0,9
S01008488,1.465422257647659,6047.0,9
S01008489,1.5608292896009202,6103.0,9
S01008490,1.5678460794319884,6106.0,9
S01008491,1.6203984436185177,6138.0,10
S01008492,1.779847986247134,6241.0,10
S01008493,1.6480242275091952,6154.0,10
S01008494,1.6125544486462169,6134.0,10
S01008495,1.9905306742471682,6403.0,10
S01008496,1.9054232148612602,6338.0,10
S01008497,,,
S01008498,2.3259112469283307,6566.0,10
S01008499,2.5002412393527895,6617.0,10
S01008500,,,
S01008501,2.720590893781785,6679.0,10
S01008502,1.8066298577513875,6259.0,10
S01008503,1.87311671519834,6322.0,10
S01008504,1.7215108449859964,6204.0,10
S01008505,1.6856266868020526,6178.0,10
S01008506,1.771557199710222,6236.0,10
S01008507,,,
S01008508,1.5534600235869929,6100.0,9
S01008509,1.535669659893895,6088.0,9
S01008510,1.4627594401303832,6041.0,9
S01008511,1.4946730360143987,6060.0,9
S01008512,1.3727085024319943,5987.0,9
S01008513,1.2812310052596758,5936.0,9
S01008514,1.4743949970712709,6052.0,9
S01008515,1.5526738601207064,6098.0,9
S01008516,1.6414710954671439,6149.0,10
S01008517,1.7672903412864562,6233.0,10
S01008518,1.61316163989275,6135.0,10
S01008519,1.5369527081109677,6089.0,9
S01008520,1.4378249509079393,6031.0,9
S01008521,1.3973468308691734,6001.0,9
S01008522,1.4293606540311352,6025.0,9
S01008523,1.382760515469486,5993.0,9
S01008524,1.3355851392818576,5968.0,9
S01008525,1.3495585207415641,5977.0,9
S01008526,1.5320491311780469,6087.0,9
S01008527,1.3985366144087399,6003.0,9
S01008528,,,
S01008529,1.207637331894573,5901.0,9
S01008530,1.3296634364169944,5964.0,9
S01008531,1.252600937240193,5921.0,9
S01008532,1.2545248196635523,5923.0,9
S01008533,1.0637012576333382,5811.0,9
S01008534,1.076211714889971,5817.0,9
S01008535,1.0234726944761015,5781.0,9
S01008536,1.1430761103779468,5860.0,9
S01008537,0.9888624245425207,5749.0,9
S01008538,1.0898171103209133,5826.0,9
S01008539,1.0330783347942483,5787.0,9
S01008540,1.167976853175162,5873.0,9
S01008541,1.2527207375518705,5922.0,9
S01008542,1.0168489417302062,5772.0,9
S01008543,1.1290822059562027,5855.0,9
S01008544,1.0348297446744765,5789.0,9
S01008545,0.9411820704790805,5711.0,9
S01008546,0.8952280678484108,5670.0,9
S01008547,0.28510000717933526,4740.0,7
S01008548,0.32700154833004746,4832.0,8
S01008549,0.30520433830075394,4781.0,8
S01008550,0.587423742545724,5356.0,8
S01008551,0.4263919536016971,5077.0,8
S01008552,0.3494022495605419,4899.0,8
S01008553,0.3926346273095026,5007.0,8
S01008554,0.2859490473859749,4744.0,7
S01008555,0.3586179294918548,4918.0,8
S01008556,0.3342898636709532,4845.0,8
S01008557,0.44031360224457144,5104.0,8
S01008558,0.35113297983642794,4903.0,8
S01008559,0.43495685074328594,5092.0,8
S01008560,0.39696332170468934,5017.0,8
S01008561,0.45359507159964385,5125.0,8
S01008562,0.3969225597640668,5016.0,8
S01008563,0.3965707179744223,5014.0,8
S01008564,0.3092044569437608,4788.0,8
S01008565,0.3384890101857999,4871.0,8
S01008566,0.33481434093539914,4846.0,8
S01008567,0.35459523380377167,4911.0,8
S01008568,0.6454575702502469,5428.0,8
S01008569,,,
S01008570,0.5636075619456105,5321.0,8
S01008571,0.4005610154325101,5021.0,8
S01008572,0.595307214765192,5371.0,8
S01008573,0.5093117918965141,5236.0,8
S01008574,0.6058184484682327,5385.0,8
S01008575,0.5882146287764106,5358.0,8
S01008576,0.7697460361164018,5564.0,9
S01008577,0.09451175358550186,4339.0,7
S01008578,0.5557264464609278,5305.0,8
S01008579,1.084138465953887,5824.0,9
S01008580,0.9343001169714852,5706.0,9
S01008581,0.796506210069941,5583.0,9
S01008582,0.9043602751915204,5678.0,9
S01008583,1.047191506848207,5798.0,9
S01008584,1.00767745293297,5762.0,9
S01008585,1.1907033828996085,5889.0,9
S01008586,1.3672163970570304,5985.0,9
S01008587,1.3010421435032196,5945.0,9
S01008588,2.12585195855666,6471.0,10
S01008589,,,
S01008590,2.0947534535599983,6460.0,10
S01008591,2.176526943476854,6498.0,10
S01008592,1.8600084276094362,6316.0,10
S01008593,1.305427193256613,5948.0,9
S01008594,1.7502961303784421,6216.0,10
S01008595,1.780754889582017,6243.0,10
S01008596,2.013853731950701,6415.0,10
S01008597,2.073042407604191,6446.0,10
S01008598,2.174593597182805,6496.0,10
S01008599,2.043971436356819,6431.0,10
S01008600,2.333432342235771,6567.0,10
S01008601,2.532234776910529,6632.0,10
S01008602,2.911705631779235,6708.0,10
S01008603,,,
S01008604,2.358005754645867,6575.0,10
S01008605,2.4761218395252773,6611.0,10
S01008606,,,
S01008607,2.5062137429233835,6623.0,10
S01008608,2.3746575858326273,6580.0,10
S01008609,2.265661634656596,6544.0,10
S01008610,2.6746220870987494,6666.0,10
S01008611,2.852374189791992,6699.0,10
S01008612,,,
S01008613,2.894378532118796,6705.0,10
S01008614,3.2277483130576674,6750.0,10
S01008615,,,
S01008616,2.5337112234934818,6633.0,10
S01008617,,,
S01008618,,,
S01008619,2.6339197129210556,6658.0,10
S01008620,,,
S01008621,,,
S01008622,,,
S01008623,2.6654129482336724,6664.0,10
S01008624,2.481338328227173,6613.0,10
S01008625,1.84081249220518,6297.0,10
S01008626,1.6221743827103925,6140.0,10
S01008627,1.8240222092386096,6280.0,10
S01008628,2.4044204956221638,6590.0,10
S01008629,2.345046902932091,6570.0,10
S01008630,1.9439500161118892,6369.0,10
S01008631,,,
S01008632,1.0395950316068026,5793.0,9
S01008633,1.3617453030108637,5982.0,9
S01008634,2.2453635302778325,6532.0,10
S01008635,2.308788732553061,6558.0,10
S01008636,2.051466365373367,6434.0,10
S01008637,2.454641699890742,6606.0,10
S01008638,2.964536538435008,6721.0,10
S01008639,2.591705916881395,6652.0,10
S01008640,,,
S01008641,2.2774911432395957,6549.0,10
S01008642,1.761232312936031,6226.0,10
S01008643,,,
S01008644,,,
S01008645,2.4095404530976317,6591.0,10
S01008646,2.156492950947194,6487.0,10
S01008647,2.420321514617873,6596.0,10
S01008648,2.570291228050448,6644.0,10
S01008649,,,
S01008650,,,
S01008651,2.8410923692322374,6696.0,10
S01008652,2.5665356619657618,6643.0,10
S01008653,2.650662164090673,6662.0,10
S01008654,,,
S01008655,2.8748423304830486,6702.0,10
S01008656,,,
S01008657,2.9522722060559623,6714.0,10
S01008658,,,
S01008659,2.8691139177026628,6701.0,10
S01008660,3.130931020085604,6740.0,10
S01008661,3.778147968002293,6783.0,10
S01008662,,,
S01008663,4.763504174232703,6797.0,10
S01008664,,,
S01008665,3.5529447255412654,6767.0,10
S01008666,3.5059162539232873,6766.0,10
S01008667,3.438185819892572,6762.0,10
S01008668,2.663071679501115,6663.0,10
S01008669,2.7809980273671213,6690.0,10
S01008670,2.945549709925451,6711.0,10
S01008671,3.0921111123250533,6736.0,10
S01008672,,,
S01008673,3.4540623854410626,6764.0,10
S01008674,,,
S01008675,3.6983957324797347,6772.0,10
S01008676,3.8713342374429205,6787.0,10
S01008677,4.918983840893148,6799.0,10
S01008678,3.610195295414927,6769.0,10
S01008679,4.773309603864432,6798.0,10
S01008680,,,
S01008681,3.2420224022180326,6751.0,10
S01008682,3.2622269458241466,6753.0,10
S01008683,,,
S01008684,2.72011595609452,6678.0,10
S01008685,3.953062835389573,6789.0,10
S01008686,2.9913053065292727,6722.0,10
S01008687,,,
S01008688,2.782941998246844,6692.0,10
S01008689,2.4189682325200423,6595.0,10
S01008690,2.1972797600707143,6509.0,10
S01008691,2.2641991253430356,6543.0,10
S01008692,1.954494286601113,6378.0,10
S01008693,1.8768433697291278,6325.0,10
S01008694,,,
S01008695,1.9359812828261687,6365.0,10
S01008696,1.9791232452988226,6397.0,10
S01008697,1.9527398825072826,6374.0,10
S01008698,1.9329428700753475,6364.0,10
S01008699,1.9208694887230298,6351.0,10
S01008700,1.763897064828128,6230.0,10
S01008701,1.1634547932827555,5871.0,9
S01008702,1.077016733464464,5818.0,9
S01008703,1.2875536165380088,5939.0,9
S01008704,0.8317668610076375,5619.0,9
S01008705,1.1829701693438515,5885.0,9
S01008706,1.4364256013114782,6029.0,9
S01008707,1.314977094352399,5958.0,9
S01008708,1.2274430612867262,5908.0,9
S01008709,1.3734178182080683,5988.0,9
S01008710,1.530304213798665,6083.0,9
S01008711,1.504991878562266,6069.0,9
S01008712,1.7890111661895163,6249.0,10
S01008713,1.6712029280711942,6170.0,10
S01008714,1.780749993874571,6242.0,10
S01008715,1.3299302274388867,5965.0,9
S01008716,1.6855679792635727,6177.0,10
S01008717,1.0649096144030972,5812.0,9
S01008718,1.6489251798824571,6155.0,10
S01008719,1.3737306524999182,5990.0,9
S01008720,0.8610726019536413,5641.0,9
S01008721,0.8970091027587995,5673.0,9
S01008722,1.0802218301945365,5821.0,9
S01008723,1.0216408532506798,5778.0,9
S01008724,1.5443725537118356,6093.0,9
S01008725,1.6544224278203834,6158.0,10
S01008726,1.650902168922822,6156.0,10
S01008727,1.3892007392717547,5998.0,9
S01008728,1.6063253630609804,6130.0,10
S01008729,1.5209727508598123,6076.0,9
S01008730,1.5318617726060015,6086.0,9
S01008731,1.5491665194935993,6094.0,9
S01008732,1.4842839915821813,6054.0,9
S01008733,1.6852754343250276,6176.0,10
S01008734,1.4295649480067907,6026.0,9
S01008735,1.6890271018970189,6182.0,10
S01008736,1.9868006805553766,6400.0,10
S01008737,1.6340540606540788,6146.0,10
S01008738,1.4681799060159912,6049.0,9
S01008739,1.6079895874453793,6132.0,10
S01008740,1.5515752297340846,6096.0,9
S01008741,1.6696974176743424,6167.0,10
S01008742,1.6834709145391316,6173.0,10
S01008743,1.692849914503496,6184.0,10
S01008744,1.7615526387007843,6228.0,10
S01008745,,,
S01008746,1.6073737495540237,6131.0,10
S01008747,1.6457201735973275,6152.0,10
S01008748,1.6838003999296811,6175.0,10
S01008749,1.749026175898367,6214.0,10
S01008750,1.5973297687216699,6124.0,10
S01008751,,,
S01008752,1.6964325781175755,6188.0,10
S01008753,,,
S01008754,,,
S01008755,1.7594670097930645,6224.0,10
S01008756,1.8962171679200557,6331.0,10
S01008757,,,
S01008758,1.8550219152140563,6309.0,10
S01008759,1.8517949783908003,6304.0,10
S01008760,1.7844576844939455,6246.0,10
S01008761,1.7887525648737652,6248.0,10
S01008762,1.7611378580333021,6225.0,10
S01008763,1.7836766393007355,6244.0,10
S01008764,1.6424296176016215,6151.0,10
S01008765,1.5749051852162554,6110.0,9
S01008766,1.6799778248470703,6172.0,10
S01008767,1.7259253724047374,6205.0,10
S01008768,1.514789559817703,6073.0,9
S01008769,1.4262392099646979,6022.0,9
S01008770,1.4305905297883834,6028.0,9
S01008771,1.2871586850328327,5938.0,9
S01008772,1.0956149232040702,5828.0,9
S01008773,0.8450537122173015,5630.0,9
S01008774,1.0347950513286712,5788.0,9
S01008775,1.0183195658086348,5774.0,9
S01008776,0.7480506422415721,5534.0,9
S01008777,,,
S01008778,1.2773063606553416,5934.0,9
S01008779,1.4089566289496451,6013.0,9
S01008780,1.3780750396816113,5992.0,9
S01008781,1.3614417098347706,5981.0,9
S01008782,1.2954017355410157,5944.0,9
S01008783,,,
S01008784,,,
S01008785,1.430254294034936,6027.0,9
S01008786,,,
S01008787,,,
S01008788,1.2467101106124145,5916.0,9
S01008789,1.007204459679054,5761.0,9
S01008790,1.6026215320968722,6128.0,10
S01008791,1.5103974889834921,6072.0,9
S01008792,1.124548883906675,5852.0,9
S01008793,,,
S01008794,1.4950493860499376,6061.0,9
S01008795,,,
S01008796,1.5766436891413966,6113.0,9
S01008797,,,
S01008798,1.7260717481591281,6206.0,10
S01008799,1.8579294819630763,6314.0,10
S01008800,1.8766147252240248,6324.0,10
S01008801,2.012094350188324,6414.0,10
S01008802,1.8578910596574272,6313.0,10
S01008803,1.7136438042231044,6196.0,10
S01008804,1.8325207490600377,6286.0,10
S01008805,1.9264721105162197,6357.0,10
S01008806,2.000146491924896,6410.0,10
S01008807,1.968255122512491,6391.0,10
S01008808,2.505187676769009,6622.0,10
S01008809,3.2447857846879415,6752.0,10
S01008810,,,
S01008811,,,
S01008812,,,
S01008813,1.6865190233051701,6179.0,10
S01008814,1.8147417840402233,6269.0,10
S01008815,1.5864137770962872,6118.0,9
S01008816,1.4246803070857645,6021.0,9
S01008817,1.3123693595589907,5956.0,9
S01008818,1.5317184092095917,6085.0,9
S01008819,1.0217854032605296,5780.0,9
S01008820,1.0538784145880962,5804.0,9
S01008821,0.68179308296411,5469.0,9
S01008822,0.9558373640654931,5724.0,9
S01008823,0.9017582657956092,5675.0,9
S01008824,1.0690540052691073,5814.0,9
S01008825,1.07316519279868,5816.0,9
S01008826,1.1127165653898436,5841.0,9
S01008827,1.1142866565577552,5843.0,9
S01008828,1.2426609963446933,5915.0,9
S01008829,1.495130417142014,6062.0,9
S01008830,1.2322697402973017,5911.0,9
S01008831,0.9724415589880208,5739.0,9
S01008832,1.7657532474578006,6231.0,10
S01008833,1.619383039618516,6137.0,10
S01008834,2.0472587207939736,6433.0,10
S01008835,1.5605380533615827,6102.0,9
S01008836,1.7038788772133806,6191.0,10
S01008837,1.8604664753636457,6318.0,10
S01008838,2.0797009657318988,6452.0,10
S01008839,1.9802859872073735,6398.0,10
S01008840,1.8822276837679013,6327.0,10
S01008841,1.5529530534868212,6099.0,9
S01008842,1.688505263243854,6181.0,10
S01008843,1.7095068431957177,6194.0,10
S01008844,0.596387021108856,5372.0,8
S01008845,2.2106657213489163,6514.0,10
S01008846,2.3565131827395676,6574.0,10
S01008847,3.043072401034788,6730.0,10
